GeneName	Sources	Studies	Traits
A1CF	DEPICT	Lagou2023	RandomGlucose
A4GALT	MAGMA	MAGIC2021_HbA1c	HbA1C
AACS	DEPICT	Lagou2023	RandomGlucose
AAK1	MAGMA	MAGIC_2hGlu	2hGlu
ABCB10	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
ABCB11	MAGMA	MAGIC2021_FG,MAGIC2021_HbA1c,MadsenAL_xinsdG30,MadsenAL_HOMAB	FG,HbA1C,FirstPhaseInsRel,HOMAB
ABCB8	pcHiC	Mahajan2022	T2D
ABCB9	pcHiC	Mahajan2022	T2D
ABCC8	pcHiC,MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
ABCC9	TIGEReQTL	Mahajan2018	T2D
ABHD1	MAGMA	MAGIC2021_FG	FG
ABHD6	MAGMA	Mahajan2022	T2D
ABO	TIGEReQTL	Mahajan2018	T2D
AC004069.2	MAGMA	Mahajan2022,MAGIC_FI	T2D,FI
AC004156.3	MAGMA	MAGIC_FI	FI
AC004453.8	MAGMA	MAGIC2021_HbA1c	HbA1C
AC005019.3	MAGMA	Mahajan2022	T2D
AC005355.2	MAGMA	Mahajan2022	T2D
AC007386.4	MAGMA	Mahajan2022	T2D
AC007690.1	TIGEReQTL	Mahajan2018	T2D
AC007796.1	MAGMA	Mahajan2022	T2D
AC010336.1	MAGMA	Mahajan2022	T2D
AC010883.5	pcHiC,MAGMA	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c	T2D,FG,HbA1C
AC013463.2	MAGMA	Mahajan2022	T2D
AC016559.1	pcHiC,MAGMA	Mahajan2022	T2D
AC017002.2	MAGMA	Mahajan2022	T2D
AC019181.2	MAGMA	Mahajan2022	T2D
AC022431.1	MAGMA	Mahajan2022,MAGIC_FI	T2D,FI
AC068831.10	MAGMA	Mahajan2022	T2D
AC068831.3	MAGMA	Mahajan2022	T2D
AC074117.10	MAGMA	Mahajan2022,MAGIC2021_FG,MAGIC_FI	T2D,FG,FI
AC074212.5	MAGMA	MAGIC2021_FG	FG
AC074212.6	MAGMA	MAGIC2021_FG	FG
AC074391.1	MAGMA	Mahajan2022	T2D
AC078852.1	MAGMA	Mahajan2022	T2D
AC079602.1	MAGMA	Mahajan2022,MAGIC_2hGlu,MadsenAL_xinsG30,MadsenAL_xinsdG30,MadsenAL_stumvoll,MadsenAL_cir,MadsenAL_bigair,MadsenAL_di	T2D,2hGlu,FirstPhaseInsRel,DispositionIndex
AC079807.4	MAGMA	MAGIC2021_HbA1c	HbA1C
AC093609.1	MAGMA	Mahajan2022	T2D
AC096670.3	MAGMA	Mahajan2022	T2D
ACAD10	pcHiC,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
ACE	DEPICT	Lagou2023	RandomGlucose
ACMSD	DEPICT	Lagou2023	RandomGlucose
ACOX1	DEPICT	Lagou2023	RandomGlucose
ACOX2	pcHiC	Mahajan2022	T2D
ACP2	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
ACSL1	pcHiC,MAGMA,TIGEReQTL,DEPICT	Mahajan2022,MAGIC2021_FG,Mahajan2018,Lagou2023	T2D,FG,RandomGlucose
ACTA1	MAGMA	Mahajan2022	T2D
ACTL6B	DEPICT	Lagou2023	RandomGlucose
ACTR10	MAGMA,TIGEReQTL	Mahajan2022,Mahajan2018	T2D
ACVR1C	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
ADAL	MAGMA,eTWAS	Mahajan2022	T2D
ADAMTS9-AS2	MAGMA	Mahajan2022	T2D
ADCY5	MAGMA,eTWAS,TIGEReQTL,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c,MAGIC_2hGlu,Mahajan2018,MAGIC_FI,Lagou2023	T2D,FG,HbA1C,2hGlu,FI,RandomGlucose
ADCY9	MAGMA	MAGIC2021_FG	FG
ADH1C	DEPICT	Lagou2023	RandomGlucose
ADM	MAGMA	MAGIC2021_HbA1c	HbA1C
ADRA2A	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
ADRB2	DEPICT	Lagou2023	RandomGlucose
ADSL	DEPICT	Lagou2023	RandomGlucose
AEBP1	pcHiC,MAGMA	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c	T2D,FG,HbA1C
AF131216.5	MAGMA	Mahajan2022,MAGIC_FI	T2D,FI
AGBL2	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
AGBL5	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
AGGF1	MAGMA	MAGIC2021_FG	FG
AGPAT6	MAGMA	Mahajan2022	T2D
AIG1	pcHiC	Mahajan2022	T2D
AKR1A1	MAGMA	Mahajan2022	T2D
AL354993.1	eTWAS	Mahajan2022	T2D
ALAS1	eTWAS	MAGIC_FI	FI
ALDH2	DEPICT	Lagou2023	RandomGlucose
AMBRA1	DEPICT	Lagou2023	RandomGlucose
AMPD3	MAGMA	MAGIC2021_HbA1c	HbA1C
AMT	DEPICT	Lagou2023	RandomGlucose
ANAPC5	DEPICT	Lagou2023	RandomGlucose
ANK1	MAGMA,sTWAS	Mahajan2022,MAGIC2021_HbA1c,Mahajan2018	T2D,HbA1C
ANKDD1B	MAGMA	Mahajan2022	T2D
ANKFY1	MAGMA	Mahajan2022	T2D
ANKH	pcHiC,MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,Lagou2023	T2D,FG,RandomGlucose
ANKLE2	DEPICT	Lagou2023	RandomGlucose
ANKRD27	MAGMA	MAGIC2021_HbA1c	HbA1C
ANKS1A	MAGMA	MAGIC_FI	FI
AP000769.1	MAGMA,sTWAS	Mahajan2022,Mahajan2018	T2D
AP001816.1	pcHiC	Mahajan2022	T2D
AP1G1	DEPICT	Lagou2023	RandomGlucose
AP1S3	MAGMA	MAGIC_2hGlu	2hGlu
AP3B2	DEPICT	Lagou2023	RandomGlucose
AP3S2	pcHiC,MAGMA,sTWAS,eTWAS,TIGEReQTL	Mahajan2022,Mahajan2018	T2D
APEH	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
APIP	MAGMA	Mahajan2022	T2D
APOBR	MAGMA	MAGIC2021_HbA1c	HbA1C
APOC1	MAGMA,eTWAS	Mahajan2022,MAGIC2021_HbA1c	T2D,HbA1C
APOE	MAGMA	Mahajan2022	T2D
ARAP1	MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MadsenAL_xinsG30,MadsenAL_xinsdG30,MadsenAL_stumvoll,MadsenAL_cir,MadsenAL_bigair,MadsenAL_di,Lagou2023	T2D,FG,FirstPhaseInsRel,DispositionIndex,RandomGlucose
ARFGAP2	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
ARHGAP1	DEPICT	Lagou2023	RandomGlucose
ARHGAP19	MAGMA	Mahajan2022	T2D
ARHGAP19-SLIT1	MAGMA	Mahajan2022	T2D
ARHGAP27	DEPICT	Lagou2023	RandomGlucose
ARHGDIG	MAGMA	MAGIC2021_HbA1c	HbA1C
ARHGEF7	DEPICT	Lagou2023	RandomGlucose
ARID4A	MAGMA	Mahajan2022	T2D
ARIH2	DEPICT	Lagou2023	RandomGlucose
ARL15	MAGMA	Mahajan2022,MAGIC_FI	T2D,FI
ARL6IP4	pcHiC,sTWAS	Mahajan2022,Mahajan2018	T2D
ARMC2	sTWAS	Mahajan2022	T2D
ARPC2	MAGMA	MAGIC2021_HbA1c	HbA1C
ARSG	DEPICT	Lagou2023	RandomGlucose
ASAH2B	MAGMA	Mahajan2022	T2D
ASB8	MAGMA	MAGIC2021_HbA1c	HbA1C
ASCC2	pcHiC,MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
ASH1L	MAGMA	MAGIC2021_HbA1c	HbA1C
ATAD2B	MAGMA	MAGIC2021_HbA1c	HbA1C
ATF1	DEPICT	Lagou2023	RandomGlucose
ATG13	DEPICT	Lagou2023	RandomGlucose
ATG16L2	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
ATG9B	pcHiC	Mahajan2022	T2D
ATP11A	MAGMA,sTWAS	MAGIC2021_HbA1c	HbA1C
ATP1B2	MAGMA	MAGIC2021_HbA1c	HbA1C
ATP2A3	pcHiC,MAGMA,sTWAS	Mahajan2022	T2D
ATP2B4	MAGMA	MAGIC2021_HbA1c	HbA1C
ATP5EP2	MAGMA	MAGIC2021_FG	FG
ATP5G1	pcHiC,MAGMA,sTWAS,DEPICT	Mahajan2022,Mahajan2018,Lagou2023	T2D,RandomGlucose
ATP6V0A1	MAGMA	Mahajan2022	T2D
ATP8B2	MAGMA	Mahajan2022	T2D
ATPAF2	pcHiC,MAGMA	Mahajan2022	T2D
ATRAID	MAGMA	MAGIC2021_FG	FG
ATXN1L	DEPICT	Lagou2023	RandomGlucose
ATXN2	DEPICT	Lagou2023	RandomGlucose
ATXN7	MAGMA	Mahajan2022	T2D
AUTS2	MAGMA	Mahajan2022	T2D
AXIN1	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
B3GALNT1	DEPICT	Lagou2023	RandomGlucose
B3GNTL1	MAGMA	MAGIC2021_HbA1c	HbA1C
BAG1	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
BBIP1	pcHiC,MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
BCAP29	DEPICT	Lagou2023	RandomGlucose
BCAR1	MAGMA	Mahajan2022	T2D
BCAS4	DEPICT	Lagou2023	RandomGlucose
BCL2	MAGMA	Mahajan2022,MAGIC_FI	T2D,FI
BCL2L11	MAGMA	Mahajan2022	T2D
BCL6	pcHiC	Mahajan2022	T2D
BDH2	pcHiC,eTWAS,TIGEReQTL	Mahajan2022,Mahajan2018	T2D
BDNF-AS	sTWAS	Mahajan2022	T2D
BET1L	MAGMA	MAGIC2021_HbA1c	HbA1C
BHLHA15	MAGMA	Mahajan2022	T2D
BLVRA	DEPICT	Lagou2023	RandomGlucose
BMF	MAGMA	Mahajan2022	T2D
BMP8A	MAGMA,eTWAS	Mahajan2022,Mahajan2018	T2D
BOP1	MAGMA	Mahajan2022	T2D
BPTF	MAGMA	Mahajan2022	T2D
BRAF	pcHiC,MAGMA	Mahajan2022	T2D
BRAP	pcHiC,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
BRE	MAGMA,DEPICT	MAGIC2021_FG,MAGIC_FI,Lagou2023	FG,FI,RandomGlucose
BSN	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
BSN-AS2	eTWAS,DEPICT	MAGIC_FI,Lagou2023	FI,RandomGlucose
BTAF1	MAGMA,sTWAS	Mahajan2022,Mahajan2018	T2D
BTRC	MAGMA	Mahajan2022	T2D
C10orf11	MAGMA	Mahajan2022	T2D
C11orf30	pcHiC,MAGMA	Mahajan2022	T2D
C11orf49	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
C12orf39	MAGMA	MAGIC2021_FG,MAGIC_FI	FG,FI
C12orf43	MAGMA,DEPICT	Mahajan2022,MAGIC_FI,MadsenAL_xinsG30,MadsenAL_xinsdG30,MadsenAL_stumvoll,MadsenAL_cir,MadsenAL_bigair,MadsenAL_di,Lagou2023	T2D,FI,FirstPhaseInsRel,DispositionIndex,RandomGlucose
C12orf65	pcHiC,MAGMA	Mahajan2022	T2D
C12orf68	MAGMA	MAGIC2021_HbA1c	HbA1C
C14orf37	MAGMA	Mahajan2022	T2D
C15orf38	pcHiC,MAGMA,sTWAS	Mahajan2022,Mahajan2018	T2D
C15orf38-AP3S2	pcHiC,MAGMA,eTWAS,TIGEReQTL	Mahajan2022,Mahajan2018	T2D
C15orf52	MAGMA	Mahajan2022	T2D
C15orf59	MAGMA	Mahajan2022	T2D
C17orf58	MAGMA	Mahajan2022	T2D
C18orf25	MAGMA	MAGIC2021_HbA1c	HbA1C
C18orf8	eTWAS,TIGERCASE	Mahajan2022,Mahajan2018	T2D
C19orf83	MAGMA	Mahajan2022	T2D
C1GALT1	sTWAS	Mahajan2022	T2D
C1orf21	DEPICT	Lagou2023	RandomGlucose
C2CD2L	MAGMA	MAGIC2021_HbA1c	HbA1C
C2CD4A	pcHiC,MAGMA,eTWAS	Mahajan2022,MAGIC2021_FG,MAGIC_2hGlu,MadsenAL_stumvoll,MadsenAL_cir,MadsenAL_bigair,MadsenAL_dibig	T2D,FG,2hGlu,FirstPhaseInsRel,DispositionIndex
C2CD4B	MAGMA,eTWAS,TIGEReQTL,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC_2hGlu,MadsenAL_xinsG30,MadsenAL_xinsdG30,MadsenAL_stumvoll,MadsenAL_cir,MadsenAL_bigair,MadsenAL_di,MadsenAL_dibig,Mahajan2018,Lagou2023	T2D,FG,2hGlu,FirstPhaseInsRel,DispositionIndex,RandomGlucose
C2orf16	MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC_FI,MAGIC_2hGlu,Lagou2023	T2D,FG,FI,2hGlu,RandomGlucose
C2orf44	MAGMA	MAGIC2021_HbA1c	HbA1C
C3orf62	MAGMA,DEPICT	MAGIC2021_HbA1c,Lagou2023	HbA1C,RandomGlucose
C5orf30	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
C6orf1	MAGMA	Mahajan2022	T2D
C6orf183	MAGMA,sTWAS	MAGIC2021_HbA1c	HbA1C
C6orf223	pcHiC	Mahajan2022	T2D
C7orf63	MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,Lagou2023	T2D,FG,RandomGlucose
C8orf12	MAGMA	Mahajan2022	T2D
C9orf47	MAGMA	MAGIC2021_HbA1c	HbA1C
CABP1	MAGMA	MadsenAL_xinsG30,MadsenAL_xinsdG30	FirstPhaseInsRel
CACNA1C	DEPICT	Lagou2023	RandomGlucose
CAD	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
CALCOCO2	DEPICT	Lagou2023	RandomGlucose
CALR	MAGMA,TIGERCASE	Mahajan2022,Mahajan2018	T2D
CAMK1D	eTWAS,TIGEReQTL	Mahajan2022,MAGIC2021_HbA1c,MAGIC_2hGlu,Mahajan2018	T2D,HbA1C,2hGlu
CAMK2B	pcHiC,MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c,Lagou2023	T2D,FG,HbA1C,RandomGlucose
CAMKK1	pcHiC	Mahajan2022	T2D
CAMKK2	MAGMA	Mahajan2022	T2D
CAMKMT	pcHiC	Mahajan2022	T2D
CAND2	DEPICT	Lagou2023	RandomGlucose
CAPN1	DEPICT	Lagou2023	RandomGlucose
CAPS	DEPICT	Lagou2023	RandomGlucose
CARD9	pcHiC,MAGMA,eTWAS	Mahajan2022,MAGIC2021_FG,Mahajan2018	T2D,FG
CAST	MAGMA	MAGIC2021_FG	FG
CBX1	MAGMA	Mahajan2022	T2D
CCDC101	MAGMA	MAGIC2021_HbA1c	HbA1C
CCDC121	MAGMA,DEPICT	MAGIC2021_FG,MAGIC_FI,Lagou2023	FG,FI,RandomGlucose
CCDC153	MAGMA	MAGIC2021_HbA1c	HbA1C
CCDC3	pcHiC	Mahajan2022	T2D
CCDC67	pcHiC,MAGMA	Mahajan2022	T2D
CCDC92	MAGMA,sTWAS	Mahajan2022,MAGIC_FI,Mahajan2018	T2D,FI
CCND1	MAGMA	Mahajan2022	T2D
CCND2	MAGMA,TIGEReQTL,DEPICT	Mahajan2022,Mahajan2018,Lagou2023	T2D,RandomGlucose
CCND2-AS1	MAGMA	Mahajan2022	T2D
CCND2-AS2	MAGMA	Mahajan2022	T2D
CCNE2	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
CCNH	DEPICT	Lagou2023	RandomGlucose
CCNT2	DEPICT	Lagou2023	RandomGlucose
CCR10	MAGMA	Mahajan2022	T2D
CD101	MAGMA,eTWAS,TIGEReQTL	Mahajan2022,Mahajan2018	T2D
CD81	pcHiC	Mahajan2022	T2D
CDC123	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
CDC14A	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
CDC42BPA	DEPICT	Lagou2023	RandomGlucose
CDC42EP2	DEPICT	Lagou2023	RandomGlucose
CDC6	DEPICT	Lagou2023	RandomGlucose
CDK10	pcHiC	Mahajan2022	T2D
CDK12	MAGMA	Mahajan2022	T2D
CDK2AP1	MAGMA,eTWAS	Mahajan2022,Mahajan2018	T2D
CDK8	TIGEReQTL,DEPICT	Mahajan2018,Lagou2023	T2D,RandomGlucose
CDKAL1	DEPICT	Lagou2023	RandomGlucose
CDKN1C	pcHiC,MAGMA	Mahajan2022	T2D
CDKN2A	pcHiC,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
CDKN2B	pcHiC,MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
CDKN2B-AS1	pcHiC,MAGMA,eTWAS,TIGEReQTL	Mahajan2022,MAGIC2021_HbA1c,Mahajan2018,MAGIC2021_FG	T2D,HbA1C,FG
CDKN2C	MAGMA	Mahajan2022	T2D
CDX2	DEPICT	Lagou2023	RandomGlucose
CELF1	DEPICT	Lagou2023	RandomGlucose
CELSR3	DEPICT	Lagou2023	RandomGlucose
CENPA	MAGMA	MAGIC2021_FG	FG
CENPW	MAGMA	Mahajan2022	T2D
CEP57L1	MAGMA	MAGIC2021_HbA1c	HbA1C
CEP68	pcHiC,MAGMA,TIGEReQTL	Mahajan2022,Mahajan2018	T2D
CERS6	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
CHFR	DEPICT	Lagou2023	RandomGlucose
CHMP4B	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
CHMP5	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
CHST15	DEPICT	Lagou2023	RandomGlucose
CHST4	DEPICT	Lagou2023	RandomGlucose
CISD2	pcHiC	Mahajan2022	T2D
CKAP5	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
CLDN11	DEPICT	Lagou2023	RandomGlucose
CLDN12	DEPICT	Lagou2023	RandomGlucose
CLDN7	MAGMA	Mahajan2022	T2D
CLK2	MAGMA	MAGIC2021_HbA1c	HbA1C
CLN3	MAGMA	MAGIC2021_HbA1c	HbA1C
CLUAP1	eTWAS	Mahajan2022	T2D
CMIP	MAGMA	Mahajan2022	T2D
CNIH2	MAGMA	Mahajan2022	T2D
CNTF	MAGMA	Mahajan2022	T2D
COASY	MAGMA	Mahajan2022	T2D
COBL	pcHiC,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
COBLL1	MAGMA,DEPICT	Mahajan2022,MAGIC_FI,MAGIC_2hGlu,Lagou2023	T2D,FI,2hGlu,RandomGlucose
COG5	DEPICT	Lagou2023	RandomGlucose
COL4A3BP	MAGMA	Mahajan2022	T2D
COL7A1	DEPICT	Lagou2023	RandomGlucose
COMMD4	MAGMA	Mahajan2022	T2D
COPB1	DEPICT	Lagou2023	RandomGlucose
COPZ2	MAGMA	Mahajan2022	T2D
COX5A	MAGMA	MAGIC2021_FG	FG
CPEB3	pcHiC,MAGMA	Mahajan2022	T2D
CPLX1	TIGEReQTL	Mahajan2018	T2D
CREB3L1	DEPICT	Lagou2023	RandomGlucose
CREB3L2	DEPICT	Lagou2023	RandomGlucose
CREB3L4	DEPICT	Lagou2023	RandomGlucose
CRHR1	DEPICT	Lagou2023	RandomGlucose
CRHR2	MAGMA,eTWAS	Mahajan2022,MadsenAL_xinsG30,MadsenAL_xinsdG30	T2D,FirstPhaseInsRel
CRIPAK	MAGMA	Mahajan2022	T2D
CRTC2	DEPICT	Lagou2023	RandomGlucose
CRY2	pcHiC,MAGMA	Mahajan2022,MAGIC2021_FG,MadsenAL_dibig	T2D,FG,DispositionIndex
CSK	MAGMA	MAGIC2021_FG	FG
CTBP1	pcHiC,MAGMA,sTWAS	Mahajan2022	T2D
CTBP1-AS2	pcHiC,MAGMA	Mahajan2022	T2D
CTC-228N24.3	eTWAS	Mahajan2022,Mahajan2018	T2D
CTD-2288O8.1	MAGMA	Mahajan2022	T2D
CTD-2314G24.2	pcHiC	Mahajan2022	T2D
CTD-2330K9.3	MAGMA	Mahajan2022	T2D
CTD-2337A12.1	MAGMA	MAGIC2021_FG	FG
CTD-2370N5.3	MAGMA	Mahajan2022	T2D
CTD-3105H18.14	MAGMA	Mahajan2022	T2D
CTNNAL1	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
CTRB1	MAGMA	Mahajan2022	T2D
CTRB2	MAGMA,sTWAS	Mahajan2022,Mahajan2018	T2D
CWF19L1	eTWAS	Mahajan2022	T2D
CYCSP55	MAGMA	Mahajan2022,MAGIC_FI	T2D,FI
CYTH1	pcHiC,MAGMA	Mahajan2022	T2D
DAG1	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
DALRD3	DEPICT	Lagou2023	RandomGlucose
DAPK2	pcHiC	Mahajan2022	T2D
DBNL	DEPICT	Lagou2023	RandomGlucose
DCAF16	pcHiC	Mahajan2022	T2D
DCAF4	MAGMA	MAGIC2021_HbA1c	HbA1C
DCAKD	DEPICT	Lagou2023	RandomGlucose
DCBLD1	MAGMA	Mahajan2022	T2D
DCK	pcHiC,MAGMA	Mahajan2022	T2D
DDB2	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
DDC	DEPICT	Lagou2023	RandomGlucose
DDX55	pcHiC	Mahajan2022	T2D
DDX56	DEPICT	Lagou2023	RandomGlucose
DECR2	DEPICT	Lagou2023	RandomGlucose
DEF6	MAGMA	MAGIC_FI	FI
DENND4A	MAGMA	MAGIC2021_HbA1c	HbA1C
DENND4B	DEPICT	Lagou2023	RandomGlucose
DGAT1	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
DGKB	pcHiC,MAGMA,eTWAS,TIGEReQTL,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c,Mahajan2018,Lagou2023	T2D,FG,HbA1C,RandomGlucose
DGKZ	DEPICT	Lagou2023	RandomGlucose
DHFRL1	eTWAS	Mahajan2022	T2D
DHRS9	DEPICT	Lagou2023	RandomGlucose
DHTKD1	MAGMA	Mahajan2022	T2D
DIP2B	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
